frame,time_s,raw_position_error_m,smooth_position_error_m,raw_speed_norm_rad_s,smooth_speed_norm_rad_s,raw_acceleration_norm_rad_s2,smooth_acceleration_norm_rad_s2,raw_q1_rad,raw_q2_rad,raw_q3_rad,raw_q4_rad,raw_q5_rad,raw_q6_rad,raw_q7_rad,smooth_q1_rad,smooth_q2_rad,smooth_q3_rad,smooth_q4_rad,smooth_q5_rad,smooth_q6_rad,smooth_q7_rad
10,0.16666666666666666,0.003623995722093818,0.00028776596607997193,0.859251172228223,0.4029767615532805,45.43485657692773,4.1171452571820035,0.3515182346066354,0.5406404565391847,-0.23590853229099115,-0.69923195093699,0.3632712477158329,0.6528775995501086,-0.22015702909689647,0.3515158669828717,0.5369569407704496,-0.2422848829974971,-0.706600763316166,0.35689544901464465,0.6491921055634898,-0.22015964396070695
11,0.18333333333333332,0.009145644531588027,0.0007259584262797398,0.5431103595117713,0.36303291195322274,51.40464287204744,4.254707582265989,0.35706648687310416,0.5453568004157715,-0.23660460279901432,-0.6997544580972609,0.35544333280871,0.6477176876036829,-0.22796396994947282,0.35006070364039354,0.5381517129368546,-0.24207621739715307,-0.7020357490171842,0.35697607034316237,0.6526413800628997,-0.22096265033923412
12,0.2,0.0033236863704319223,0.0002650232312020207,0.9324835283173926,0.3997089841315574,47.2033411501874,3.6110875473037063,0.3519736460278873,0.5391706371244989,-0.24541394552946272,-0.703936592076549,0.35002365680291553,0.6498165791097954,-0.22545045632168292,0.34764349372605935,0.538398717124561,-0.24241770373451405,-0.6979854859265991,0.3573489902528047,0.6565395995806523,-0.22112429034642989
13,0.21666666666666667,0.0076096716475897675,0.000604236341443544,1.1721408051055155,0.43681319166128296,47.455822028138115,3.879966696601996,0.3402637767756032,0.5317363700438329,-0.2496264977766937,-0.6994348705081783,0.3557054522098675,0.6618638931383672,-0.21663098421571564,0.3445912304088464,0.5384614015728642,-0.24230180449963576,-0.6934848891263559,0.3587019869504677,0.6610889396892213,-0.22096199064859118
14,0.23333333333333334,0.007373154645822429,0.0005865154259490961,1.0536944334368064,0.41181228444044743,51.90119517933441,4.745582431793797,0.3349416452654412,0.5343056506869373,-0.24274666263173988,-0.6862658748592269,0.36598688001923313,0.672591937314458,-0.2145003896231243,0.34194471072591354,0.539230324837522,-0.2412149062692189,-0.6885505269664411,0.3605152061801706,0.6653828136191222,-0.22150661962460688
15,0.25,0.0035722503609413874,0.00028395650425095304,0.8514869712737227,0.3417381155535636,45.747847702679486,4.448529888175713,0.3400315628838264,0.5441726319586434,-0.23347385431540027,-0.676806144641698,0.3681516075285708,0.6723305519527683,-0.2230727326021597,0.34003117398564797,0.5404870952912307,-0.2398509677590413,-0.6841805154094758,0.3617748416988291,0.668642028563549,-0.22307516624696902
16,0.26666666666666666,0.009102373624566099,0.0007231756536255471,0.5694821029544559,0.301387507257699,51.37825177474775,4.297004661364535,0.3450270585178202,0.5484083354737281,-0.23368415108048946,-0.6787100293572393,0.36083745123738886,0.6663548807410337,-0.23183100620308622,0.3380231979209715,0.5412011687550567,-0.23915644103312175,-0.6809969440806635,0.36236928620044706,0.6712755523553534,-0.22482967236604004
17,0.2833333333333333,0.0033371563631497477,0.00026689557003131,0.9136053411893581,0.34000873589369834,46.91158392613634,3.382459574536561,0.33942169420797635,0.5417234187526808,-0.24202198672126524,-0.6843522992110459,0.3559138401316815,0.6675799807960124,-0.23025798251962398,0.33509339324187076,0.540949394605562,-0.23902633514380647,-0.6784068078735629,0.3632383430175661,0.674300025251881,-0.22593195890626525
18,0.3,0.007551595879277258,0.0005990976053211454,1.1162133989259393,0.37655760267224375,47.32233502727498,3.8241231953859502,0.32723988202503795,0.5337736613194132,-0.2457775880043752,-0.6813853190515209,0.3620735320384996,0.6786981553420127,-0.22236705858312358,0.33156909973889614,0.5404966016651992,-0.2384534028449964,-0.6754408604137506,0.36506931475197746,0.6779203104777398,-0.22669834937464253
19,0.31666666666666665,0.007359766468562737,0.0005847436264476496,1.000554485485294,0.3539480759397051,52.0786562698792,4.95378410636347,0.3214865614776487,0.5358122922621719,-0.2384555937494709,-0.6698209833164804,0.3728142910157612,0.6884446783432923,-0.221151955218298,0.32849128731833527,0.5407349294047383,-0.23692426670579186,-0.6721109765971477,0.36734194946482396,0.6812327900894257,-0.2281585937278548
20,0.3333333333333333,0.0035295010584182364,0.000280796453936865,0.861813870469431,0.293933140309871,45.99323949764669,4.700890488052681,0.3261860506979117,0.5451352431369206,-0.22875560735567202,-0.6620306169633347,0.375419458269928,0.6871526315043683,-0.2306255880254864,0.3261872023987889,0.5414477669141113,-0.23513307485765875,-0.6694100541090253,0.36904211374030355,0.6834615143117121,-0.23062853351767784
21,0.35,0.009059943456958628,0.0007203390196384419,0.6398734537120948,0.2650598022490852,51.350633735024445,4.326172832974389,0.3308317290285945,0.5488155104228624,-0.22855385744919351,-0.6656628441522601,0.36852658657555193,0.6801006631269719,-0.24026976367078223,0.3238292738234342,0.5416065457381003,-0.23402642962403883,-0.6679544558882973,0.3700579355830061,0.6850189563180111,-0.23326902218184417
22,0.36666666666666664,0.0033519434612642608,0.00026870263445076786,0.909443641408425,0.30443980359459083,46.69684865157898,3.203935187693572,0.32491686338303827,0.541565913886971,-0.23649489510115457,-0.6730862238226135,0.36400489600443103,0.6802075845740917,-0.23956601742322006,0.32058981855973984,0.5407902770318729,-0.23349945813371642,-0.667144967244298,0.37132900774002325,0.6869255082899822,-0.2352406414188037
23,0.3833333333333333,0.00750073768596621,0.0005946392213150079,1.054341986862436,0.3381391368275128,47.24001757868873,3.78908550375321,0.31246543823376677,0.5330445696323882,-0.2398690400773061,-0.6719464579462164,0.37054698014351306,0.6901696794343225,-0.23252644890459545,0.31679575063850274,0.5397661241109245,-0.23254500574946046,-0.6660056839840826,0.37354246749953585,0.6893900116511149,-0.23685841696833607
24,0.4,0.007345727932994149,0.0005831994821385211,0.9468538901690778,0.32580160322796137,52.199799846617076,5.080794373424326,0.30648184655889793,0.534507200030998,-0.23218100409415887,-0.6622483703071864,0.38165047586664413,0.698726406639593,-0.232143418156544,0.3134874962725806,0.5394287161414517,-0.23064976838161852,-0.6645414185989857,0.37617793394892696,0.6915130287311239,-0.2391507373469035
25,0.4166666666666667,0.003500590224149459,0.0002786968512269889,0.8963701202754627,0.2944586785363546,46.13055918046938,4.825537508327617,0.31098975742159424,0.543252365126884,-0.2221304508188071,-0.6563558599191321,0.38459862388178445,0.696215207552784,-0.24242841172635154,0.3109916556304556,0.5395640655657571,-0.2285079542780183,-0.6637376540225279,0.3782211718644631,0.6925229636251965,-0.2424320160861336
26,0.43333333333333335,0.009022612566752533,0.0007177310198450078,0.7428783296698863,0.2891505890276388,51.31944809406632,4.3068831821505995,0.3154818139477255,0.546355799537577,-0.22159366094132205,-0.6619098296843205,0.3780288950678843,0.6879192336661103,-0.25286174041881915,0.30847992496365717,0.5391463356486778,-0.2270662181022997,-0.6642030460690821,0.37956022563393466,0.6928367853904104,-0.2458616119004753
27,0.45,0.0033666637161393594,0.0002701880914496465,0.9249337149894302,0.32198352141176995,46.58844138111765,3.0740063781465086,0.3094504775258697,0.5385331421440498,-0.22921523555907605,-0.6712708893805878,0.3738104364423969,0.6867619076224716,-0.2529233775853443,0.30512381933690147,0.5377573491168333,-0.22621973670704582,-0.6653304472146472,0.38113461369870877,0.6934794894430838,-0.24859854720713365
28,0.4666666666666667,0.007462006646087087,0.0005913010074801737,0.9971045066484233,0.34708190155941904,47.221299552478,3.7551790310278514,0.29691887407834366,0.5294453778490261,-0.23228554593944048,-0.6720766363375534,0.3806357699622585,0.6954441958592765,-0.2466238013789597,0.30124939866368394,0.5361671296775241,-0.22496140732145808,-0.6661358666530998,0.3836313998975036,0.6946645909550572,-0.25095622844227633
29,0.48333333333333334,0.007332130979503752,0.0005819071947080746,0.9043802259653226,0.3492630521790576,52.24921423371303,5.0996859746101855,0.2908905039638776,0.5303511141187169,-0.22430936230866771,-0.6643237107907718,0.39200245302084225,0.7027102724875102,-0.24695369552771065,0.29789620004853934,0.5352731827724275,-0.22277798424067138,-0.6666159521581327,0.38653012269831155,0.6954973582098625,-0.25396137134232666
30,0.5,0.0034882583104017648,0.00027795646402671695,0.9530969345360266,0.3514808557613437,46.14271817725918,4.801791680725802,0.29538812492384314,0.5385517781665593,-0.21398641680570765,-0.6603678274903498,0.395193632691426,0.6989022877869875,-0.2579228257491325,0.29538991622795613,0.5348643790536738,-0.22036374440609482,-0.6677480214520176,0.3888164518360286,0.695210894881413,-0.257926671781231
31,0.5166666666666666,0.008993084159926865,0.0007155653642250185,0.8593719733323668,0.364718970904745,51.286220326589465,4.226548375198107,0.2999034669627364,0.5411259192846074,-0.2131930730357487,-0.6678417831579002,0.3888466645905707,0.6893080566454416,-0.26900974613751955,0.2929013335955099,0.5339176878167955,-0.21866542507696413,-0.6701326423021406,0.390378315617301,0.6942268246818576,-0.262009735792178
32,0.5333333333333333,0.003380523935588935,0.0002712866467710361,0.9568519653152968,0.38558716619917527,46.59295104162555,2.996261603328998,0.29392809084057225,0.5327919048193773,-0.22057403169159168,-0.6790982359451997,0.3848305538316174,0.686855582466531,-0.26969265002454984,0.2896010694800681,0.5320176522515079,-0.21757830269688663,-0.6731547323174979,0.39215508971398466,0.6935747158152221,-0.2653678092505241
33,0.55,0.007437600602692482,0.0005891201402059394,0.9513246038497034,0.39839782994800904,47.26290474556714,3.7186955798098795,0.28148424829212654,0.523213329632957,-0.22341978345638652,-0.6817670592942838,0.3918376486567579,0.6942502943524222,-0.2639802234248801,0.285814311431163,0.5299368991007314,-0.21609539378467757,-0.6758225914151704,0.394833663778491,0.6934725393724219,-0.2683125100656165
34,0.5666666666666667,0.0073194718145958085,0.0005807457371488907,0.8791051339675197,0.4101473783191883,52.22796200345467,5.017801602811418,0.2755746019770508,0.5236512631517368,-0.21523524015262083,-0.6758374653069142,0.40336529762012036,0.7002406789423478,-0.2648613588486001,0.28257976082089586,0.5285753899040733,-0.21370359386665358,-0.6781254509318085,0.39789336710410456,0.6930298706945331,-0.2718687659306364
35,0.5833333333333334,0.0034928341628183367,0.00027866830113456827,1.0213143976286052,0.4333837605937718,46.044493416617414,4.650727814427452,0.2802211193845309,0.5314094194749631,-0.2047202992020563,-0.6736580970517395,0.4066964011230497,0.6951730201081049,-0.2763440441500999,0.28022232064908925,0.5277242779736486,-0.21109734506554861,-0.6810335656873062,0.400319622672081,0.6914839432159313,-0.27634749751162063
36,0.6,0.00897218446745131,0.0007140909168692447,0.9704699820904936,0.4535886407498301,51.25726318204592,4.107657484178985,0.2849147937612146,0.5335684370075134,-0.20375151488155438,-0.6828550893798744,0.4004680291387023,0.6843390630659855,-0.28790508153350025,0.27791204061370006,0.5263626189075354,-0.2092235752894459,-0.6851408470845283,0.4020000731388509,0.6892603088449627,-0.2809045608418304
37,0.6166666666666667,0.003392738196806583,0.00027208353070902377,0.9946100682252951,0.4618104196575272,46.69253281000896,2.9879211607284883,0.27914650792690066,0.5248485553118009,-0.21097380536665686,-0.6957748927086734,0.3965488616833549,0.6806705185574953,-0.28902094979134996,0.2748188594339656,0.5240768268915913,-0.2079777783120102,-0.6898260072815945,0.40387376937379416,0.6873922425271439,-0.2846954887848059
38,0.6333333333333333,0.007427370919583287,0.0005880833488885886,0.9166090692482427,0.46218648244609317,47.34703200616605,3.6954905006854,0.26693789676696317,0.5149150101014559,-0.2136779068359951,-0.7000416625049264,0.4036308832413757,0.6868762850854789,-0.28369866872797034,0.2712673467694171,0.521641169677582,-0.20635321552754426,-0.694091626976624,0.4066272380229045,0.6861011855335929,-0.2880302344380891
39,0.65,0.007307693249678414,0.0005797566557022983,0.8679445722748582,0.4766135842099955,52.15128660995643,4.872046380979722,0.261291068487318,0.5150302697980649,-0.20536900393181984,-0.6956394074393621,0.4152110426360997,0.6917080699589297,-0.2849255244561923,0.26829564738528416,0.5199570095087469,-0.2038370555753303,-0.6979217306105473,0.40973940910676226,0.6844999364295895,-0.29193211909255334
40,0.6666666666666666,0.0035123564227355873,0.00028067122227037097,1.087148684114506,0.5088339549271363,45.87451980912336,4.426363650721993,0.26622749572230237,0.5224992002283546,-0.19474729572092794,-0.6949120990001908,0.4185718071706604,0.6855151239934314,-0.2967079666115922,0.2662281674484057,0.5188166541059229,-0.2011240421615626,-0.7022818952941823,0.4121952731898732,0.6818286991084604,-0.2967105249659498
41,0.6833333333333333,0.00895896528124272,0.000713198597474294,1.0621250483499682,0.5285108514179135,51.24165209676128,3.9964034133994737,0.2712377337861696,0.5244033424195147,-0.19368966677675772,-0.7054817397096721,0.4123497843259417,0.6735919044433379,-0.30852133573289225,0.2642345163020432,0.5172000653462985,-0.1991614333406026,-0.7077618920425544,0.4138820113707848,0.678515741835726,-0.3015198460103504
42,0.7,0.003402846775555008,0.0002726093464043745,1.025884868576301,0.5243637649965904,46.85508526829241,3.0649453995368368,0.2658122790297747,0.515463591795121,-0.20084139362966447,-0.7196911864296518,0.40841316760382196,0.6688725818095143,-0.3098407336163933,0.26148424373657175,0.5146943176415505,-0.19784508135578874,-0.7137368298948167,0.41573818882368707,0.6755968044453216,-0.305514237018384
43,0.7166666666666667,0.007429155437635016,0.0005879306686087151,0.8866064546021849,0.5129233984200652,47.44880070252833,3.704819735268325,0.25397242524032915,0.5053455989956018,-0.20349359821130292,-0.7251615313733428,0.41545343678167673,0.6740682685796183,-0.30467189439262243,0.25830157558574723,0.5120740984889471,-0.19616863387875236,-0.7192062162923971,0.41844982817374854,0.6732955478719084,-0.30900236378955426
44,0.7333333333333333,0.007296505726620466,0.0005787692249908439,0.8616809305384772,0.5257874629949172,52.039236977933825,4.708081352953679,0.2487199767176596,0.5053120153944383,-0.195151878380482,-0.7218742367579994,0.42696702394534913,0.6779326503164703,-0.3060009149473825,0.2557243503220191,0.5102409580747103,-0.19361967288916246,-0.7241515185155322,0.42149534365743124,0.6707267545261353,-0.3130063571034275
45,0.75,0.003543226599250687,0.0002836991443432668,1.1392060987639696,0.5603506688918048,45.67702639098327,4.192173180135659,0.254076131211434,0.5126676692514652,-0.184516872299828,-0.722171224455987,0.4302358751505279,0.6708167321970082,-0.3178331580008801,0.25407669694494833,0.508987171531869,-0.19089338139752132,-0.7295362533595765,0.4238592055605288,0.6671323881924506,-0.31783451091016957
46,0.7666666666666666,0.008951891703730097,0.0007128377702184657,1.12652143634817,0.5757774246124941,51.247853164216366,3.9379546985493246,0.2595311889827997,0.514493857018461,-0.18346592769391926,-0.7336729200390063,0.42389608032134246,0.6580165156710069,-0.32964298492914784,0.2525279676521147,0.5072924610285224,-0.18893748137112487,-0.7359486048402111,0.4254280780313221,0.6629422669784976,-0.3226402380881753
47,0.7833333333333333,0.003410484700807367,0.00027291508904559705,1.0417611000723677,0.5596147886378645,47.04837562308434,3.224083832952302,0.25457540153070235,0.5055110377761507,-0.19064480746020399,-0.7487210492995879,0.41981532680589057,0.6524675215531488,-0.33090462962036576,0.2502474656586587,0.5047434691564293,-0.18764831175617447,-0.7427625414008324,0.42714002100690224,0.659193485827265,-0.326576824297851
48,0.8,0.00744005094209026,0.0005884709931670599,0.8536806983419905,0.536948127636247,47.545094943718134,3.753407883915452,0.24322981840558225,0.4953842502996188,-0.19334514004153897,-0.7549359893857722,0.4266846090615726,0.656882034119797,-0.32562307515653083,0.24755917099060556,0.50211427567741,-0.18602002760208225,-0.7489768471396224,0.429680572369491,0.6561108823601464,-0.3299521826708187
49,0.8166666666666667,0.0072856133725500895,0.0005778313529446142,0.8508220410844323,0.5464266447700817,51.90812335568141,5.280036747579864,0.238495990135448,0.4953753756513577,-0.18507304808094246,-0.75229887326668,0.4379999034029167,0.6600147498080495,-0.3267837879573696,0.2455006673140849,0.5003056640272339,-0.183540736254037,-0.7545726525543054,0.43252769130871876,0.6528102538716046,-0.33378781241573197
50,0.8333333333333334,0.0035813721747002406,0.00028728024411864647,1.1710324834941725,0.6244240746186045,45.486565483138854,7.195599656725358,0.24439484170859832,0.5027883304247784,-0.174529709437997,-0.7531516478740758,0.4410427392028154,0.652217540310502,-0.3383916257402966,0.24439581008468755,0.49910900078664694,-0.18090616095376572,-0.7605134930504132,0.4346654322105988,0.648534433935026,-0.33839150170969906
51,0.85,0.008949527686128438,0.0014365543407631794,1.1615180994422556,0.6953544462321068,51.28124848387872,4.169863760964835,0.2504163721860824,0.5047033753520722,-0.17359302214111144,-0.7651150864914444,0.43444883892669783,0.6387871447042376,-0.34992057599168497,0.24341364967998003,0.49750297499586127,-0.1790645749411544,-0.7695055425353696,0.4359800922403471,0.6437139815840623,-0.34291628855034767
52,0.8666666666666667,0.0034155251061707584,0.0023901024691354335,1.0387569502030398,0.5532372217647723,47.24918299889723,14.060698298302531,0.24605049398429119,0.4958398266527165,-0.18090930631541552,-0.7805315555451184,0.4300855810828895,0.6326597089802595,-0.35084463440826313,0.2417231499206486,0.49507308843108677,-0.17791287509958403,-0.7791587002098821,0.43740942314742626,0.6393866193741321,-0.34651521994270545
53,0.8833333333333333,0.007457370975683291,0.000863898249883216,0.8132035702155649,0.39376045521877406,47.62029844815903,11.579974587745841,0.23531787070009183,0.485861489408137,-0.18377074942169438,-0.7870223365541019,0.43664371995399226,0.6365480445123315,-0.34516868740995243,0.23964790488988402,0.4925921886883791,-0.17644577592781346,-0.7827441445679424,0.43963872344839233,0.6357777137479832,-0.34949611240681133
54,0.9,0.007275169063936958,0.0023828080410855028,0.8296775807857032,0.40199805065305616,51.76748243650153,4.470530749778083,0.23121961158656887,0.48602893562104627,-0.17568402858712945,-0.7845697026411629,0.4476190706659644,0.6392072897250433,-0.34587825301317204,0.23822505708733904,0.49095975129432706,-0.17415193972473453,-0.7825518364247885,0.4421457919316577,0.6320035052696247,-0.35288051696324296
55,0.9166666666666666,0.0036229801579660084,0.004363915525760702,1.181010219738306,0.43487263860472986,45.32206881098568,6.747427995944102,0.23777613682561552,0.4936447122240303,-0.16535086456683895,-0.7855169505223373,0.45029309066311346,0.6309896845377725,-0.35697839588824115,0.23777795721718442,0.48996577391614143,-0.171727633427319,-0.7837005062996909,0.44391461161531726,0.6273071971833201,-0.35697642876562596
56,0.9333333333333333,0.00895106960325397,0.005815266925290516,1.1693467534557906,0.4497539089275649,54.22303328167579,5.941868505478884,0.2444768688629316,0.4957876633196636,-0.16464968010522768,-0.7974863902328394,0.4433015290113155,0.6171922740847947,-0.36794347190099286,0.23747507933781198,0.4885875293845324,-0.17012165488715156,-0.7867802169412073,0.44483150742588234,0.6221196548046323,-0.36093725533554954
57,0.95,0.003417640351157183,0.007099195149711762,0.8234345694946745,0.4445461626140242,86.42262507304264,3.740913684569369,0.24081106406554484,0.4871756543512507,-0.17222729200420692,-0.8128220892095037,0.43851190013029645,0.6107514557209484,-0.36824801571227156,0.23648473157719158,0.4864090686964217,-0.1692313978728274,-0.7911672745271735,0.4458343678855285,0.6174788524134539,-0.3639165834384428
58,0.9666666666666667,0.017374024225779616,0.00826757228267007,1.8534205013039935,0.44613222204322556,42.979917088905815,3.9163750229457577,0.23079864341996495,0.47747101670013536,-0.17537634730149382,-0.7891471748525027,0.4446152126548143,0.6143802449555175,-0.3618976305666046,0.2351297654395722,0.48420176575376805,-0.16805203631665117,-0.795863210914589,0.44760874701863224,0.6136103606306614,-0.366222947753237
59,0.9833333333333333,0.032818650856538574,0.008709720325224372,0.7978084393222165,0.4941865757439853,126.45910491929826,6.046496595318814,0.22743987943509034,0.47793283653355495,-0.16760393476256616,-0.756445893699303,0.45510766412318754,0.6168339424306807,-0.36187873793519554,0.23444648670425286,0.48286361000212147,-0.16607264374210945,-0.8008522689947984,0.44963282728229126,0.6096305819636106,-0.36887880432077946
60,1.0,0.01528879424792307,0.008186088375646092,2.4346392789193954,0.5750399210339132,64.46579442880135,6.546185981938934,0.2347542543521412,0.48586217230914974,-0.15761212723767734,-0.7870636280079585,0.457271231401577,0.6084649119892612,-0.3721975010991336,0.2347573081278467,0.4821831101445962,-0.16398983839029777,-0.8071014197225937,0.45089111251684255,0.6047828430316883,-0.3721932487630996
61,1.0166666666666666,0.008956607518561355,0.007095450135137514,1.8897463687562601,0.6311600846328468,68.85308234298422,5.866102359072237,0.24223014483021657,0.4883363853054408,-0.15727962734825301,-0.8286248715544383,0.4497423284146254,0.5945702864270841,-0.38232957824290087,0.23522965765696402,0.4811360556912125,-0.16275269684795088,-0.8152029110320773,0.45127059408352377,0.5994980960001336,-0.37532099310225264
62,1.0333333333333332,0.0034166222903693364,0.005840582705185028,0.9878397875467526,0.6437529696927494,64.52248665324993,3.730257370800359,0.23935564701259246,0.4800718711182078,-0.1652534457908618,-0.843475961875682,0.44438928784899995,0.5880865144464492,-0.3817510187871821,0.23503068244243075,0.4793050274277259,-0.16225880544912163,-0.8245353209925457,0.4517099803754891,0.5948143659223004,-0.37741714110407154
63,1.05,0.0075048053740838045,0.004477855466308921,0.7185847766265069,0.6464804186895061,47.69094494025569,3.7572500557040724,0.2301494001880003,0.4707295113103698,-0.16882632368298348,-0.8492423735050902,0.44990409680486937,0.5917266266031569,-0.3744691608560173,0.2344819516701033,0.4774599487317462,-0.1615034300750901,-0.8341025297925495,0.45289580578298316,0.590957236873958,-0.3787919651134156
64,1.0666666666666667,0.007258582004147857,0.0023898763494280876,0.7602184080722344,0.6964438826930002,51.471952901391504,4.298406556084526,0.2276102680730686,0.4715669675883274,-0.16150532824025363,-0.845910767333986,0.45978409801119474,0.594245898089893,-0.37347238919505693,0.23461836120369964,0.4764973839248309,-0.15997562059652626,-0.8438911964478616,0.4543073996313935,0.58704308506589,-0.38046988693589584
65,1.0833333333333333,0.003704940060689455,0.0007762943911908062,1.1472859609699855,0.6788736947183235,45.076897259060544,8.698778589949592,0.23575619102956383,0.47988390390102814,-0.15199238030472212,-0.8458290004799451,0.4613125846818197,0.585996624266496,-0.3827690646514619,0.23576078035301548,0.4762044468788668,-0.15837184041148242,-0.8548707684144451,0.4549305841081638,0.5823151670825886,-0.3827622028138423
66,1.1,0.008967075867616978,0.002525314885870956,1.1270181112931819,0.4762816420197015,51.531250151246546,12.930126921356283,0.2440738650469753,0.48275632166125115,-0.1521658837851055,-0.8566240958570943,0.45312746232392764,0.5722758205214052,-0.39183728352295255,0.23707495468364476,0.4755555666619882,-0.15764086422283236,-0.8634821782522426,0.4546538440036594,0.5772043163450923,-0.384826065829883
67,1.1166666666666667,0.003412187007344563,0.0012451338791517812,0.9557961119114753,0.31757280192641113,47.81153381398121,5.831901820417376,0.24204956194286717,0.47489929450677265,-0.1606723882398982,-0.8706449695373407,0.4470987324922929,0.5660197634178988,-0.39015577798206597,0.23772620511711903,0.47413200143821704,-0.1576798135893512,-0.8667988915395863,0.45441755839121917,0.5727483839703903,-0.385819265521027
68,1.1333333333333333,0.007534133169961114,0.0005954489039165625,0.6843194182565709,0.3074962601816672,47.69848354883326,3.725721450616374,0.23369994914464576,0.4659724221783249,-0.16480399546632787,-0.8755197192060721,0.45192022898708534,0.5699412493034777,-0.3817348162500261,0.2380341265946438,0.47270239251875695,-0.15748331116592643,-0.8695559198917592,0.45491011003955634,0.5691727179443276,-0.38605500727234066
69,1.15,0.007254898450982259,0.0005757034332511539,0.7268915332100377,0.35724092582022177,51.32077907175792,4.567882228662717,0.23202176744672517,0.46723212747880916,-0.15806694028800322,-0.871237670473278,0.46109131778096824,0.5727952487223219,-0.379565961230955,0.23903148955672446,0.4721620648616807,-0.15653957013094535,-0.8735072941912602,0.45561285298850523,0.5655933882460343,-0.3865608938766648
