name,orientation_constrained,position_error_m,orientation_error_rad,max_limit_violation_rad,position_pass,orientation_pass,limits_pass,overall_pass,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,q7_rad
reachable_position_only,False,0.0012324590251572712,0.1144101544339431,0.0,True,True,True,True,0.2488180167613149,0.48542997981328173,-0.07944978167782786,-0.8343473039809287,0.23853972414585065,0.4566055063716675,-0.1819136834583557
reachable_full_pose,True,0.0006872129506728463,0.0002133784389144,0.0,True,True,True,True,0.1801839349661157,0.49756064757979324,0.04603805657163379,-0.7959171169967684,0.17299388557754983,0.5846695779693166,-0.1944338316525078
unreachable_full_pose,True,1.7179641586802266,0.11289278918263607,0.0,False,False,True,False,-0.01181730923004877,0.8599327866409366,0.13085886700017377,-0.0008292528164445924,0.24312167910072885,0.9417014830033265,-0.29126180959168085
