name,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,q7_rad,px_m,py_m,pz_m,qx,qy,qz,qw
zero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.440523183593792e-13,2.4091388606262143e-12,1.2610000371932983,0.0,1.0341155557737347e-13,3.102346667321204e-13,1.0
shoulder_turn,0.5,-0.4,0.0,0.0,0.0,0.0,0.0,-0.3079138398170471,-0.1682140827178955,1.1898759603500366,0.04915158078074455,-0.19249320030212402,0.2424723505973816,0.9495986700057983
bent_arm,0.3,0.5,-0.2,-0.8,0.4,0.6,-0.3,0.6459845900535583,0.14234976470470428,0.8146611452102661,-0.1298748254776001,0.793230414390564,0.0975893959403038,0.5868512392044067
